sample_idx,label_idx,character,seq_length,feature_mean,feature_std,feature_min,feature_max
1759,36,SPACE,5,-1.2173523,23.854118,-249.70245,118.29376
1760,13,n,4,-0.46693137,14.220233,-218.75,142.14325
1761,4,e,2,-0.28663987,11.053726,-249.1684,45.74585
1762,22,w,8,0.8779241,21.760597,-249.99237,189.79645
1763,36,SPACE,4,-1.4109579,18.698978,-249.96948,81.54296
1764,0,a,10,-3.7090712,25.449842,-245.69702,80.76477
1765,13,n,4,1.2746612,20.19575,-227.69165,214.96582
1766,14,o,4,-4.5751433,24.543245,-231.99463,70.80078
1767,19,t,5,-3.9598265,27.671673,-249.75586,195.19043
1768,7,h,4,-0.45104402,8.622266,-159.46198,27.755737
1769,4,e,3,0.47700164,14.170062,-187.01172,97.32056
1770,17,r,6,-1.6545069,24.588953,-218.75,103.48511
1771,36,SPACE,4,-1.3742968,16.10532,-187.40082,125.03052
1772,14,o,6,-2.2886498,18.99442,-250.0,126.2207
1773,13,n,4,0.4424991,4.0842032,-34.5459,32.966614
1774,36,SPACE,9,-0.8129029,16.149948,-245.11719,132.93457
1775,6,g,5,0.4373006,11.132338,-61.431885,187.74414
1776,4,e,6,0.13887753,16.3117,-249.61853,72.906494
1777,13,n,6,-1.2302243,15.256568,-192.86346,50.03357
1778,4,e,4,-0.60207933,15.925289,-230.42297,205.81055
1779,17,r,5,-2.0790563,22.644547,-250.0,76.40839
1780,0,a,8,0.32206318,33.601055,-248.37494,226.58539
1781,11,l,2,0.55554336,9.607971,-62.3703,72.28851
1782,36,SPACE,7,-2.6606543,22.59346,-250.0,71.84601
1783,8,i,6,-1.9319022,18.13613,-249.96185,65.10162
1784,5,f,6,-0.050178245,6.9220543,-119.11011,33.38623
1785,36,SPACE,7,-1.0746052,22.128012,-248.95477,187.5
1786,13,n,10,0.6886615,12.810956,-124.946594,141.11328
1787,14,o,5,-3.3460107,21.817863,-249.99237,57.266235
1788,19,t,3,-3.371307,19.812033,-242.15698,36.621094
1789,36,SPACE,5,-0.016438335,16.196653,-238.22021,98.510735
1790,7,h,4,0.8982527,8.7041855,-93.59741,66.61224
1791,14,o,6,1.5049647,9.233621,-62.171936,62.278748
1792,22,w,4,-0.025328167,7.9022155,-148.40698,29.701233
1793,4,e,5,-2.1118474,23.93545,-232.66602,125.09918
1794,21,v,6,-2.3189485,27.633123,-246.09375,136.71875
1795,4,e,2,-0.31747818,11.650073,-143.9209,90.59143
1796,17,r,6,-1.0031644,28.517859,-124.99237,227.56195
1797,36,SPACE,3,-2.2544932,22.070248,-233.81042,126.95312
1798,5,f,10,-0.80268854,16.754623,-250.0,125.03052
1799,4,e,5,-0.4367472,20.261765,-249.38965,74.165344
1800,22,w,6,-0.84418243,21.360344,-246.09375,115.25726
1801,36,SPACE,5,0.27881005,11.052639,-60.531616,101.5625
1802,9,j,5,-2.6882274,25.042631,-250.0,218.76526
1803,20,u,6,0.086214356,12.847417,-244.12537,53.833008
1804,18,s,2,0.61058533,5.118649,-22.460938,62.62207
1805,19,t,7,-4.9234333,38.24005,-241.60767,156.31104
1806,36,SPACE,2,-0.9372213,23.151316,-247.98584,174.92674
1807,1,b,10,0.8721057,23.405264,-249.75586,104.789734
1808,4,e,4,-0.89132524,8.335359,-125.0,22.27783
1809,6,g,2,-0.60396224,17.120447,-249.25232,100.16632
1810,8,i,6,-2.5359058,28.653088,-248.53516,189.76593
1811,13,n,4,-0.53345937,13.467712,-225.09766,67.74902
1812,36,SPACE,7,-2.113346,16.06172,-248.93188,101.60065
1813,19,t,2,-0.061319824,11.866619,-249.6643,58.891296
1814,8,i,8,0.24576625,13.180647,-114.95972,68.66455
1815,18,s,4,0.9487729,5.322076,-17.51709,59.783936
1816,36,SPACE,5,-0.832639,13.846209,-124.946594,87.31079
1817,18,s,2,-0.14036222,5.7153683,-93.62793,33.3786
1818,2,c,6,0.25447524,16.925587,-159.85107,103.75214
1819,7,h,4,-1.7719189,24.82247,-249.49646,156.80695
1820,14,o,9,-0.86626214,21.204708,-234.36737,188.48419
1821,14,o,2,-0.92586327,11.785992,-242.15698,35.52246
1822,11,l,6,-0.4651678,7.418085,-124.02344,28.808592
1823,36,SPACE,9,-2.6039555,16.77898,-249.02344,40.222164
1824,5,f,2,-0.19595505,6.368663,-124.97711,44.128414
1825,4,e,6,-1.0788487,17.164034,-211.28845,80.078125
1826,4,e,4,0.3523642,6.6745343,-62.026978,63.476562
1827,11,l,3,-0.48380262,15.7172,-249.89319,226.6159
1828,36,SPACE,6,-0.64177054,15.065065,-179.67224,203.125
1829,7,h,5,-3.112213,20.88388,-249.80927,21.141052
1830,0,a,1,0.2666806,6.1373463,-35.064697,142.21191
1831,21,v,7,-0.76632214,22.611935,-249.98474,81.98547
1832,4,e,2,0.8148961,15.184465,-124.572754,127.29645
1833,36,SPACE,4,-0.89900887,18.810284,-201.828,189.9414
1834,11,l,10,-3.8247302,30.206448,-249.19891,234.61914
1835,38,BACKSPACE,8,1.9386296,11.832179,-62.25586,96.084595
1836,15,p,8,-0.3622478,12.366576,-62.5,205.22308
1837,11,l,4,-0.88487095,7.0723605,-93.26172,60.791016
1838,0,a,2,-0.34096903,6.214822,-62.5,50.51422
1839,2,c,8,-2.327348,28.344004,-249.93134,140.7547
1840,4,e,3,0.76931256,16.151302,-224.4339,112.30469
1841,36,SPACE,6,-0.35082677,18.034716,-187.5,150.39062
1842,12,m,10,-4.7363496,27.413725,-250.0,69.2749
1843,8,i,8,-1.0372444,14.576501,-124.01581,242.59949
1844,6,g,2,-0.7511884,8.618399,-186.99646,23.986814
1845,7,h,6,-1.4035046,17.040339,-242.09595,218.75
1846,19,t,2,-1.0144962,17.182945,-250.0,67.1463
1847,36,SPACE,5,0.1433402,10.010763,-98.99902,127.01416
1848,11,l,7,0.5007412,18.49424,-240.0589,191.7038
1849,8,i,5,0.17054336,7.037076,-61.950684,70.8313
1850,10,k,7,0.3449281,4.517595,-35.217285,48.957825
1851,4,e,2,-0.15994258,5.269479,-110.3363,30.288696
1852,36,SPACE,3,-1.498599,19.987858,-241.05835,98.69384
1853,8,i,6,-4.077888,26.195923,-230.18646,96.48132
1854,19,t,2,-2.0102625,16.916819,-229.98047,132.83539
1855,36,SPACE,4,-0.48175526,12.55286,-139.03809,64.453125
1856,18,s,6,1.0128665,19.49969,-218.17017,120.018005
1857,0,a,7,-2.1434114,22.934397,-242.15698,78.125
1858,12,m,4,1.0745152,12.520629,-124.71771,138.90076
1859,4,e,4,-2.6783829,12.456618,-112.87689,46.12732
1860,36,SPACE,5,-1.0094416,19.788,-245.19348,148.4909
1861,15,p,6,-1.4799025,22.33039,-249.98474,231.68945
1862,4,e,7,-0.9226796,22.874008,-249.75586,125.09918
1863,38,BACKSPACE,10,-3.752967,27.640615,-249.96948,88.96637
1864,17,r,2,-1.2559425,11.333797,-210.92224,19.104004
1865,4,e,6,-0.9433401,22.398643,-249.97711,84.899895
1866,18,s,7,-0.94796205,21.791023,-226.5625,125.12207
1867,4,e,6,-1.2826896,22.200144,-249.97711,203.55988
1868,13,n,2,-0.11732147,12.869126,-124.938965,128.92151
1869,19,t,6,-5.1666465,33.50679,-249.51172,124.61853
1870,36,SPACE,3,-0.34161955,22.510023,-246.79565,199.29504
1871,8,i,6,-0.18115102,11.549168,-123.89374,65.61279
1872,36,SPACE,8,-1.4245211,13.84039,-150.14648,74.93591
1873,22,w,3,2.4588573,18.520458,-122.95532,187.32452
1874,8,i,3,0.19830056,16.058096,-249.97711,93.87206
1875,11,l,9,-1.8270644,27.547201,-212.677,203.125
1876,11,l,6,-0.08354097,13.572514,-124.01581,219.38324
1877,36,SPACE,9,-2.2948525,20.120588,-249.76349,213.29498
1878,5,f,4,-1.5359201,10.422823,-124.90845,20.446777
1879,0,a,8,-0.55480576,24.433157,-226.54724,203.125
1880,2,c,7,-1.8380451,26.051226,-242.12646,141.09802
1881,19,t,9,-1.9378878,28.39532,-249.01581,98.67859
1882,36,SPACE,10,-2.6091666,23.865774,-237.77771,157.22656
1883,11,l,5,-1.1716485,15.923573,-249.93134,52.627563
1884,8,i,4,-0.61392504,10.69078,-234.33685,28.259275
1885,19,t,4,-0.3062814,10.610303,-122.25342,125.305176
1886,19,t,2,-0.2576171,8.50638,-124.938965,76.59912
1887,11,l,8,-1.7392074,20.188564,-181.12183,102.05078
1888,4,e,7,-0.34424365,15.319628,-124.99237,102.23389
1889,36,SPACE,6,-2.0638764,28.046734,-249.51172,141.54053
1890,4,e,10,-0.5712567,15.555766,-243.98804,50.78888
1891,0,a,10,-0.9632592,25.274364,-249.93896,125.061035
1892,2,c,8,-2.242099,28.896025,-249.99237,230.79681
1893,7,h,6,-2.1628733,23.076164,-234.35211,132.82013
1894,36,SPACE,6,-0.43791565,14.946205,-187.49237,78.811646
1895,10,k,4,0.019090174,11.482251,-216.74347,32.51648
1896,22,w,9,0.45751944,10.031588,-123.75641,74.295044
1897,14,o,6,-1.5608513,18.52015,-229.30145,117.06542
1898,38,BACKSPACE,10,-1.2802805,18.086517,-249.4812,242.27142
1899,14,o,10,-0.6988324,9.777194,-215.67535,17.700195
1900,22,w,6,0.043821167,1.5072019,-15.014648,12.9776
1901,36,SPACE,4,-1.9627458,23.872114,-249.02344,126.52587
1902,11,l,8,-1.786013,13.466943,-155.00641,55.534363
1903,0,a,4,-2.6806428,23.759844,-249.9466,140.8844
1904,18,s,7,-0.941438,25.08683,-249.93134,85.95276
1905,19,t,10,-5.691351,29.755878,-249.98474,195.32013
1906,36,SPACE,10,-0.4024129,23.43758,-249.93896,195.3125
1907,18,s,10,-1.1936069,15.225225,-230.44586,33.203125
1908,17,r,10,-2.8616621,26.344444,-249.4812,188.47656
1909,17,r,6,-1.3192072,14.225647,-121.09375,68.17627
1910,12,m,4,-1.3868619,15.407971,-187.36267,66.89453
1911,36,SPACE,9,-0.8486826,15.5493355,-250.0,53.085327
1912,0,a,8,1.5477114,14.179891,-91.796875,102.98157
1913,11,l,10,-4.1218157,27.151443,-249.51172,101.82953
1914,18,s,8,-1.5884979,11.017294,-222.229,15.701294
1915,14,o,4,-0.7659633,23.805153,-223.95325,203.31573
1916,36,SPACE,10,-3.74561,27.397533,-250.0,244.27032
1917,6,g,10,-3.8911939,26.242788,-247.98584,160.18677
1918,17,r,6,-0.27233374,17.64839,-249.50409,108.53577
1919,14,o,2,-0.39663002,15.481726,-217.70477,96.35162
1920,20,u,8,-3.879601,28.64152,-249.97711,156.25
1921,15,p,7,-0.8480707,7.2060757,-121.09375,31.73828
1922,36,SPACE,8,-0.16059725,4.3806705,-78.09448,9.925842
1923,15,p,10,-2.3891685,11.58016,-125.0,34.66797
1924,11,l,6,-0.40557772,17.86194,-250.0,55.17578
1925,0,a,5,0.1796471,15.094503,-124.99237,179.6875
1926,24,y,6,0.2438012,25.79701,-242.0578,232.54395
1927,38,BACKSPACE,10,-1.2986913,15.794884,-222.52655,47.317505
1928,13,n,9,-0.5346701,6.534325,-120.75043,27.34375
1929,36,SPACE,6,-0.3367105,6.2775455,-124.74823,20.38574
1930,7,h,2,0.01994558,1.5462527,-14.6484375,13.076782
1931,14,o,8,1.0918657,10.443802,-54.6875,204.10156
1932,20,u,6,1.1356758,8.617867,-43.876648,93.78052
1933,18,s,5,-0.86710167,11.999762,-229.86603,94.74182
1934,4,e,6,-1.4145252,23.909939,-250.0,221.68732
1935,36,SPACE,4,-1.8466918,18.118177,-207.03125,120.97167
1936,22,w,9,1.2664684,16.46388,-124.86267,76.08032
1937,7,h,2,-2.2441008,22.831423,-241.86707,135.74982
1938,4,e,3,-1.0126108,18.843937,-124.96185,191.0553
1939,17,r,7,-3.9479315,34.790333,-249.90845,165.79437
1940,4,e,4,-0.36657974,25.491022,-242.03491,142.57812
1941,36,SPACE,3,-0.06238207,17.819729,-181.36597,113.54828
1942,6,g,6,-6.5282087,39.264008,-249.98474,167.71698
1943,4,e,9,1.8243454,33.985268,-250.0,158.48541
1944,13,n,2,-2.0442283,19.68356,-242.15698,71.41113
1945,4,e,4,-0.9407329,20.681587,-249.794,125.97656
1946,17,r,6,-2.7144988,30.079546,-246.82617,187.50763
1947,0,a,9,-2.4541802,33.035713,-249.4812,131.63757
1948,11,l,9,-3.2405474,35.247185,-250.0,107.05566
1949,36,SPACE,8,-3.8924088,22.322392,-249.89319,83.213806
1950,13,n,4,-1.466733,14.041882,-249.02344,37.139893
1951,14,o,4,0.07687617,3.470327,-31.204224,30.441284
1952,4,e,2,0.4826358,3.0889947,-12.451171,29.884338
1953,36,SPACE,6,-2.1972916,22.256277,-231.44531,90.820305
1954,14,o,10,-1.2321471,15.341116,-249.96948,49.7818
1955,19,t,4,-3.0464778,27.102293,-187.3703,224.73145
1956,3,d,10,-0.02401961,29.703136,-234.00879,199.27979
1957,4,e,10,-0.2885134,26.745472,-249.89319,143.37158
1958,17,r,9,-2.3526423,32.57804,-249.38965,196.59424
1959,36,SPACE,1,-1.7123138,20.272055,-240.23438,134.64355
1960,3,d,9,0.03145369,23.959547,-249.99237,127.31933
1961,14,o,3,-2.0019395,24.376284,-250.0,156.12793
1962,36,SPACE,8,0.23820159,20.065445,-210.69336,146.42334
1963,14,o,6,-2.6554537,19.377687,-124.98474,187.51526
1964,5,f,2,0.27533424,6.4088364,-51.696774,97.90039
1965,5,f,10,-1.1558543,26.80055,-249.38965,128.97491
1966,36,SPACE,6,-1.8033497,27.244703,-246.92535,107.36083
1967,19,t,5,-1.8747815,21.691652,-249.98474,70.007324
1968,7,h,2,-1.3062832,18.480604,-249.49646,76.049805
1969,14,o,8,1.4385433,14.959457,-71.65527,93.84918
1970,18,s,2,0.49240986,6.7217374,-52.726746,58.593746
1971,4,e,5,-1.0611262,23.767431,-249.14551,141.60156
1972,36,SPACE,6,-2.0040643,29.133211,-248.01636,158.6914
1973,1,b,5,-0.11250887,17.95606,-124.78638,110.16846
1974,14,o,6,-3.5586195,25.76011,-250.0,219.23065
1975,19,t,2,-0.319711,7.7318172,-156.25,38.459778
1976,7,h,6,-1.7422662,22.908022,-249.90845,111.328125
1977,36,SPACE,9,0.9069823,20.491251,-210.87646,98.04535
1978,3,d,4,0.5941068,8.526249,-60.84442,66.92505
1979,14,o,5,-0.68302506,23.217905,-226.10474,147.70508
1980,22,w,4,0.39638904,8.383291,-121.98639,53.779602
1981,13,n,4,-1.0945481,16.412788,-248.04688,169.54803
1982,36,SPACE,4,-0.24027038,11.754415,-122.032166,135.86426
1983,15,p,10,-2.6318529,16.986265,-199.16534,61.843872
1984,17,r,2,-0.7473593,8.636347,-124.51172,31.311035
1985,14,o,5,-1.8950418,26.281261,-234.36737,147.70508
1986,6,g,1,-0.21662048,7.6249843,-117.16461,64.52179
1987,17,r,7,-1.05919,20.342436,-213.85956,95.092766
1988,0,a,10,-1.0983704,23.526388,-250.0,95.703125
1989,12,m,10,-1.7728369,20.480806,-246.08612,89.84374
1990,36,SPACE,9,-0.76575583,14.717365,-234.26056,235.32867
1991,7,h,4,-0.6612065,6.8783836,-93.673706,23.986814
1992,14,o,9,-0.82737964,8.779956,-124.824524,16.723633
1993,12,m,6,-0.194608,4.78604,-62.00409,20.568846
1994,4,e,4,0.23545972,5.3277783,-31.25,54.4281
1995,36,SPACE,2,-1.2164652,20.174307,-249.98474,122.98583
1996,12,m,4,-1.1379813,14.868152,-249.75586,55.42755
1997,8,i,5,-2.2846172,11.680219,-124.90082,62.63733
1998,6,g,4,-2.0548823,18.852991,-249.71771,20.38574
1999,7,h,4,-0.5252597,10.660418,-116.08887,43.777466
2000,19,t,5,-0.475793,10.401268,-124.99237,47.912598
2001,36,SPACE,4,-0.854955,11.60623,-116.08887,105.68237
2002,17,r,6,0.819255,13.414517,-106.84967,79.24652
2003,38,BACKSPACE,10,-1.0613304,33.31368,-250.0,147.76611
2004,22,w,4,0.009859247,13.598901,-249.93134,66.40625
2005,17,r,4,-1.8942486,29.946487,-250.0,195.55664
2006,8,i,4,-4.9406357,35.75423,-250.0,158.5083
2007,19,t,3,-0.27263138,19.420103,-163.99384,182.3883
2008,4,e,8,-1.1744033,24.709948,-240.99731,106.60553
2009,36,SPACE,2,2.0046241,12.801531,-56.213375,100.746155
2010,12,m,9,-2.8038325,18.350988,-123.77167,125.0
2011,4,e,4,1.0842161,11.087715,-88.256836,189.45312
2012,0,a,6,-0.26062042,31.723742,-246.09375,148.2544
2013,13,n,3,0.37607676,17.848629,-218.6203,222.77832
2014,36,SPACE,8,-3.1293025,25.31272,-249.95422,210.9375
2015,12,m,6,-0.8553332,11.666315,-249.8703,32.226562
2016,20,u,7,-0.63883156,7.5928845,-138.66425,50.994873
2017,2,c,4,-0.76117617,7.4694104,-124.801636,78.37677
2018,36,SPACE,9,-0.9724765,21.193878,-234.35974,95.75653
2019,11,l,6,-0.084372394,3.140703,-31.188965,16.906738
2020,8,i,7,-0.19812754,4.880935,-48.171997,24.414062
2021,5,f,1,0.036491234,0.8883288,-8.728027,11.070251
2022,4,e,5,-0.72819424,16.496714,-249.9237,84.83886
2023,36,SPACE,4,1.5732723,10.350433,-66.833496,88.86719
2024,2,c,5,-1.6302029,19.608326,-249.97711,220.27588
2025,14,o,4,-1.407846,22.214508,-248.97003,187.5
2026,20,u,6,0.8389598,16.203876,-195.2591,203.125
2027,17,r,2,0.45543388,4.800169,-40.2832,75.82092
2028,18,s,9,-0.6528579,28.136374,-245.95642,135.9253
2029,4,e,9,-1.3939463,32.03638,-246.0556,224.6399
2030,36,SPACE,1,-0.26439297,10.944798,-116.84418,141.02936
2031,14,o,7,-3.0427535,26.56689,-248.7793,112.609856
2032,5,f,4,-1.3195014,10.32639,-187.88147,15.319824
2033,5,f,7,-1.451107,21.893654,-248.80981,80.62743
2034,36,SPACE,4,-0.976397,16.418545,-249.99237,129.08173
2035,22,w,7,0.5172236,14.045672,-249.44305,62.5
2036,7,h,4,-1.4864929,23.82952,-234.375,102.60009
2037,14,o,8,-1.5796416,11.504482,-93.75,85.9375
2038,36,SPACE,9,-2.9223144,23.23426,-248.98529,117.23328
2039,7,h,4,-3.6804836,36.514675,-250.0,226.58539
2040,0,a,8,1.043966,21.813328,-223.35815,160.33936
2041,19,t,8,-3.7325006,37.978977,-242.0044,189.5752
2042,36,SPACE,4,-2.472083,27.68954,-249.96948,144.59229
2043,1,b,6,-0.9014704,16.921501,-249.85504,76.4389
2044,24,y,4,0.55197066,4.8265004,-27.648924,32.951355
2045,36,SPACE,7,-0.4782663,11.099913,-187.1643,46.56982
2046,5,f,4,-0.5367026,15.86015,-234.34448,51.65863
2047,4,e,6,-4.722975,37.822292,-249.99237,126.34277
2048,4,e,6,1.8843067,27.712414,-249.02344,172.48535
2049,11,l,4,-0.7504036,18.05783,-249.06921,109.375
2050,36,SPACE,8,-4.19235,23.460531,-249.00055,98.83118
2051,7,h,6,-2.6146567,20.84873,-234.36737,95.092766
2052,8,i,6,0.77137274,11.937041,-79.10156,88.42468
2053,13,n,3,-1.110347,11.331898,-222.57233,36.43799
2054,10,k,5,-0.16746351,9.582039,-226.55487,17.440796
2055,36,SPACE,5,0.1439249,5.0842867,-38.07068,109.49707
2056,7,h,10,-2.1768734,17.531265,-237.81586,62.698364
2057,14,o,9,0.92853236,13.332245,-124.26758,117.67578
2058,12,m,4,0.959134,5.8023834,-29.296875,46.722412
2059,4,e,6,-2.1412923,16.515196,-234.2987,37.483215
2060,36,SPACE,5,-2.182372,25.783318,-248.93188,132.8659
2061,1,b,10,-1.1310936,14.32529,-245.82672,37.254333
2062,4,e,3,-0.6368092,8.044626,-123.97003,22.27783
2063,19,t,7,-3.9435232,35.91245,-249.80927,189.2395
2064,22,w,8,0.021548513,48.168514,-250.0,239.82239
2065,4,e,5,-3.100305,26.18461,-249.96948,174.28589
2066,4,e,6,-1.3214875,21.107254,-124.938965,195.57953
2067,13,n,2,-1.2183901,13.141561,-218.71948,45.654293
2068,36,SPACE,7,0.6013334,12.731166,-107.88727,189.69727
2069,1,b,4,-0.11262166,7.2797346,-95.80231,109.40552
2070,4,e,3,-0.5432814,6.8337674,-117.17987,19.378662
2071,2,c,10,-0.35441345,32.512623,-228.46222,219.69604
2072,14,o,2,-0.7083114,12.136782,-227.01263,47.424313
2073,12,m,3,-0.5084089,15.445249,-250.0,220.76416
2074,4,e,5,0.57269186,13.791696,-199.10431,195.34302
2075,36,SPACE,5,-0.78923404,21.68589,-249.99237,172.20306
2076,7,h,4,-0.74678063,10.270731,-124.95422,78.125
2077,0,a,4,-0.41412777,11.313857,-140.59448,65.80353
2078,13,n,4,-0.09672748,14.044041,-249.83978,93.76526
2079,3,d,2,-0.84837985,8.056839,-124.72534,40.161133
2080,36,SPACE,7,-1.8357893,18.785149,-248.53516,62.62207
2081,3,d,4,-1.7056552,14.376473,-249.78638,54.32129
2082,4,e,7,-0.35553128,20.329098,-249.96185,90.820305
2083,21,v,6,-3.1205704,25.486074,-249.98474,125.51117
2084,4,e,4,-1.300276,20.58576,-234.375,62.782288
2085,11,l,4,1.5166979,12.545598,-62.469482,89.538574
2086,14,o,3,-1.0105023,13.207803,-182.61719,187.82043
2087,15,p,8,-1.245411,10.381561,-124.01581,48.828125
2088,36,SPACE,6,-0.91188884,11.503848,-218.4906,29.762268
2089,18,s,4,-1.3411133,15.220883,-238.22784,35.827637
2090,4,e,4,-0.065541565,16.290104,-123.7793,193.39752
2091,19,t,9,-5.131902,34.72066,-249.87793,170.76111
2092,36,SPACE,4,-3.7897189,31.781038,-250.0,135.00977
2093,8,i,4,0.29538918,11.768654,-124.90845,114.089966
2094,13,n,5,-0.569785,5.927052,-91.796875,24.53613
2095,36,SPACE,6,-0.99169964,5.692714,-62.01172,15.74707
2096,19,t,2,-0.016299875,2.39526,-30.639648,15.556335
2097,7,h,4,-1.184505,17.44151,-250.0,75.62256
2098,8,i,7,1.9646364,11.93497,-62.469482,78.47595
2099,18,s,4,0.68009144,15.313769,-250.0,218.75
2100,36,SPACE,2,-0.86512667,14.441454,-117.14935,93.56689
2101,22,w,4,0.52928454,13.3071785,-156.24237,86.81488
2102,14,o,2,0.2481287,13.937649,-124.98474,97.724915
2103,17,r,5,-4.5198073,28.730274,-242.17224,125.0
2104,11,l,4,-3.4034038,23.739048,-248.47412,122.436516
2105,38,BACKSPACE,10,-0.2855191,17.668367,-250.0,75.149536
2106,3,d,3,0.43175375,4.3839045,-18.310547,84.09119
2107,36,SPACE,5,-1.7460825,23.228943,-250.0,128.93677
2108,22,w,7,3.3235652,21.712866,-245.4834,128.25775
2109,0,a,6,0.8385485,20.151777,-186.95068,131.04248
2110,13,n,4,-4.0020294,29.530943,-249.4812,157.71484
